2014Q3,"Paducah Bank Shares, Inc.",1018623,73,0,73,19,0,0,0,5,0,12,33,0,0,0,0,0,0,25,1,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,4,"118,156","10,373","128,529","24,740","21,326","13,078","112,053","47,375","1,333","13,395",0,"304,945",0,74,0,951,"5,516","1,592.00",0,"2,423.00",507.00,"4,524","8,463.00",0,"125,178","366,740",0,"533,086",58,"120,447","124,566","153,269","304,945","47,375","125,178","124,566",0,"5,186","15,095","12,702","9,543","19,184",0,"4,820",0,NA,NA,NA,"120,447",0,"5,129","14,807","12,856","9,214","19,006",0,"4,752",0,NA,NA,NA,"5,865",0,0,0,"72,629",0,0,"1,531","65,183"
2014Q3,Palm Bancorp,1019076,49,289,338,0,0,0,0,58,0,0,27,0,0,0,0,0,0,3,9,61,70,0,0,0,1,8,0,0,4,0,0,0,0,0,0,1,"169,895","16,044","185,939","10,159","30,269","19,173","119,562","28,377",33,"5,003",0,"365,760",0,11,0,736,"5,539",515.00,0,"2,195.00",874.00,"6,006","4,878.00",0,"284,767","399,887",0,"715,056",0,"282,109","284,767","196,098","365,760","28,377","284,767","284,767",0,0,0,"65,135","80,709","42,071",0,0,0,NA,NA,NA,"282,109",0,0,0,"63,341","80,058","43,049",0,0,0,NA,NA,NA,"4,536",503,0,0,"97,053",0,0,653,"95,295"
2014Q3,"Palmetto Bancshares, Inc.",1017943,111,64,175,156,150,0,0,33,0,0,49,0,0,0,0,0,0,158,836,2,838,2,38,0,23,11,0,2,10,0,0,0,0,0,0,69,"114,852","2,919","117,771","76,371","48,745","17,970","379,533","73,563","1,568","53,071",0,"644,079",0,10,0,"6,492","9,744","2,910.00",98,"4,710.00","1,526.00","9,984","24,715.00",0,"214,582","777,215","5,458","1,097,906",1,"216,936","214,582","194,142","644,079","73,563","214,582","214,582",0,"36,349","1,925","65,210","14,524","20,658",0,"59,832","10,321",NA,NA,NA,"216,936",0,"36,259","1,923","65,365","14,492","21,251",0,"61,272","10,694",NA,NA,NA,"15,366","18,109","10,288",0,"131,335",0,0,640,"129,810"
2014Q3,Paragon Commercial Corporation,4072049,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,37,0,6,0,0,0,0,0,0,0,0,0,0,0,"136,781","5,058","141,839","36,280","67,780","65,088","395,802","104,916","1,888","5,089",0,"707,878",0,0,0,"3,114","8,649",-405.00,0,"3,148.00",528.00,"5,684","45,093.00",0,"185,337","820,997",0,"1,141,640",0,"184,209","185,337","178,119","707,878","104,916","185,337","185,337",0,"32,122",0,"12,118","12,690","53,877",0,"10,527","18,559",NA,NA,NA,"184,209",0,"32,376",0,"11,864","12,600","53,577",0,"10,547","18,573",NA,NA,NA,"7,009","5,919",188,0,"84,341",0,0,0,"83,528"
2014Q3,"Park Bancorporation, Inc.",1021547,99,0,99,0,"1,076",0,0,30,0,2,4,0,0,0,0,0,0,9,10,6,16,0,0,0,40,186,0,2,2,0,0,0,0,0,0,1,"104,420","13,922","118,342","29,821","75,281","63,151","240,314","72,462","5,923","8,424",0,"527,033",0,0,0,"6,123","6,856","1,334.00",0,"3,122.00",836.00,"5,638","4,962.00","2,033","64,074","614,042",0,"722,816",0,"64,365","63,674","148,163","527,033","72,462","64,074","63,674",0,0,0,"1,888",0,"61,786",0,0,0,NA,NA,NA,"64,365",0,0,0,"1,853",0,"62,512",0,0,0,NA,NA,NA,"11,764","2,825",0,0,"55,759",0,176,0,"47,967"
2014Q3,Park National Corporation,100396,"1,020",308,"1,328",163,"1,273",144,"1,786","1,220",0,0,"2,014",0,144,0,0,59,0,192,65,90,155,76,"2,368",53,148,102,0,0,607,4,13,0,0,1,0,58,"1,434,816","43,432","1,478,248","224,862","174,117","138,055","968,608","562,445","4,998","883,600","3,179","3,099,728",0,"51,209",0,"198,831","56,709","19,396.00",0,"26,243.00","5,209.00","46,903","201,526.00",0,"1,414,314","4,798,992",0,"7,013,272",3,"1,277,358","1,263,965","1,703,110","3,099,728","562,445","1,414,314","1,263,965",0,0,"551,159",0,"336,819","373,401",0,0,0,NA,NA,NA,"1,277,358",0,0,"570,635",0,"326,923","378,680",0,0,0,NA,NA,NA,"57,674","5,927",0,0,"688,016",0,0,"14,487","629,602"
2014Q3,Park Sterling Corporation,4274392,44,0,44,4,0,0,0,0,0,0,126,0,0,0,0,0,0,0,109,6,115,13,461,0,23,261,0,0,62,-6,3,0,0,0,0,6,"257,726","5,485","263,211","156,037","199,222","47,288","677,334","149,209","5,430","18,100",0,"1,351,462",0,121,0,"39,698","20,733","2,582.00",0,"10,240.00","3,528.00","20,030","27,974.00",0,"484,725","1,558,590",0,"2,329,568",-63,"368,055","367,262","419,248","1,351,462","149,209","484,725","367,262",0,"22,119",542,"18,004","126,078","147,726",0,"4,844",0,NA,NA,NA,"368,055",0,"23,149",510,"17,396","125,953","149,516",0,"5,004",0,NA,NA,NA,"9,458","37,869","29,174",0,"271,134",0,0,897,"203,189"
2014Q3,"Parke Bancorp, Inc.",4101917,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"154,124","2,359","156,483","6,300","43,977","25,476","399,203","30,608","1,494","17,209",0,"631,439",0,0,0,"5,498","8,012","3,896.00",0,"1,629.00",287.00,"4,821","56,045.00",0,"31,125","684,754",0,"813,880",0,"29,021","28,994","162,783","631,439","30,608","31,125","28,994",0,0,0,904,"26,798",0,424,0,0,NA,NA,NA,"29,021",0,0,0,899,"26,411",0,405,0,0,NA,NA,NA,"17,723","12,835","1,488","1,233","100,766",0,0,598,"79,294"
2014Q3,"Parkway Bancorp, Inc.",1021005,5,0,5,26,756,0,384,23,0,0,0,0,0,0,0,0,0,0,0,1,1,0,115,0,11,13,0,0,0,0,0,0,0,0,0,0,"49,902","1,314","51,216","8,183","134,671","256,780","1,100,284","41,351",0,"2,085",0,"1,551,134",0,0,0,"1,502","14,538","1,075.00",0,"3,855.00","1,452.00","9,350","244,233.00",0,"147,753","1,596,072",0,"2,106,863",0,"147,766","147,753","59,399","1,551,134","41,351","147,753","147,753",0,0,"144,638",51,"2,373",0,0,0,0,NA,NA,NA,"147,766",0,0,"144,698",50,"2,323",0,0,0,0,NA,NA,NA,"32,895","17,026","5,249",0,"193,536",0,0,0,"177,938"
2014Q3,Passumpsic Bancorp,1025020,29,0,29,0,0,0,50,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,33,0,0,0,0,0,0,0,"173,755",132,"173,887","30,011","5,793","5,875","104,740","26,317",0,"53,141",0,"320,966",0,10,0,"12,825","4,490","1,708.00",0,"3,226.00",717.00,"5,662","27,119.00",339,"87,107","413,259",0,"590,457",221,"85,938","87,107","203,898","320,966","26,317","87,107","87,107","2,406",0,"24,218","2,428","27,049",0,0,0,0,NA,NA,NA,"85,938","2,426",0,"24,462","2,330","26,932",0,0,0,0,NA,NA,NA,"4,249",901,0,0,"67,682",0,0,0,"51,507"
2014Q3,"Patriot Bancshares, Inc.",4110130,0,0,0,0,0,0,0,209,0,0,17,0,0,0,0,0,0,9,3,4,7,0,5,0,57,82,0,0,1,0,0,0,0,0,0,0,"83,379","3,244","86,623",56,"119,015","36,048","376,376","329,749",0,"2,235",0,"618,379",0,225,0,"5,937","9,541","5,262.00",0,"6,169.00","1,183.00","11,946","30,465.00",468,"325,789","956,525",0,"1,369,685",218,"327,313","323,980","86,679","618,379","329,749","325,789","323,980",0,0,0,"68,693","193,278","60,008",0,0,0,NA,NA,NA,"327,313",0,0,0,"69,092","194,923","61,298",0,0,0,NA,NA,NA,"12,651","6,938",0,0,"117,836",0,922,0,"62,015"
2014Q3,Peapack-Gladstone Financial Corporation,1137117,106,0,106,-24,0,0,26,0,0,0,0,0,0,0,0,0,0,4,0,30,30,0,0,0,4,22,0,0,0,0,0,0,0,0,0,1,"477,110","12,450","489,560","48,361","13,622","928,054","452,586","83,691","9,900","11,722",0,"1,932,373",0,0,0,"13,352","17,048","5,014.00",0,"9,116.00","2,564.00","14,692","114,125.00",101,"269,550","2,041,138",0,"2,514,521",39,"267,755","269,550","537,921","1,932,373","83,691","269,550","269,550",0,"8,070","23,130","41,206","113,542","31,877",0,"1,359",0,NA,NA,NA,"267,755",0,"8,123","23,326","40,894","112,198","31,825",0,"1,203",0,NA,NA,NA,"18,299","11,662",0,0,"188,070",0,0,608,"186,334"
2014Q3,"Pedcor Capital, LLC",4143137,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,"7,281",774,"8,055",0,"3,511","9,296","49,041","87,776",0,50,0,"69,903",0,0,0,"1,243","1,872","2,236.00",0,"1,553.00",551.00,"3,761","7,926.00",0,"39,922","158,972",0,"286,536",0,"24,553","24,652","8,055","69,903","87,776","39,922","24,652",0,0,0,0,107,0,0,"23,722",0,NA,NA,NA,"24,553",0,0,0,0,107,0,0,"23,689",0,NA,NA,NA,"1,183",0,0,-337,"43,592",0,0,0,"43,550"
2014Q3,"Pedcor Financial, LLC",4101907,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,"40,091",886,"40,977","4,957","3,362","7,196","9,124","15,634",109,786,"4,137","65,667",0,0,0,0,"1,801","1,659.00",0,"1,211.00",243.00,"2,253","9,570.00",0,"112,258","86,224",0,"279,438",34,"52,425","52,770","45,934","65,667","15,634","112,258","52,770",0,85,0,"1,621","5,448","2,817",0,"7,413",0,NA,NA,NA,"52,425",0,88,0,"1,634","5,317","2,793",0,"7,215",0,NA,NA,NA,"1,286","4,617",NA,147,"17,122",0,0,0,NA
2014Q3,Penn Liberty Financial Corp.,4093973,0,103,103,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,6,6,2,0,0,3,9,0,0,0,0,0,0,0,0,0,0,"80,208","9,972","90,180","69,956","21,174","12,604","203,135","88,435",0,138,0,"397,049",0,0,0,"3,027","5,083",835.00,0,"2,540.00",834.00,"4,552","67,792.00",204,"15,306","488,649",0,"599,529",0,"15,092","15,306","160,136","397,049","88,435","15,306","15,306",0,0,0,"1,728","6,578","6,411",0,0,0,NA,NA,NA,"15,092",0,0,0,"1,681","6,530","6,294",0,0,0,NA,NA,NA,"6,207","2,327",0,0,"63,741",55,50,0,"43,599"
2014Q3,"Penns Woods Bancorp, Inc.",100637,2,0,2,0,0,0,-1,0,0,0,11,0,0,0,0,14,0,14,0,5,5,0,0,0,0,1,0,0,3,0,0,0,0,0,0,10,"296,493","16,323","312,816","119,813","22,154","52,234","237,149","93,137","3,110","20,431",0,"748,613",0,"2,131",0,"29,298","10,218","2,779.00",0,"4,126.00","1,138.00","8,313","5,686.00",0,"227,277","893,610",0,"1,227,122","2,145","223,468","227,277","432,629","748,613","93,137","227,277","227,277",0,"3,815","1,981","1,265","5,968",0,0,"3,902",0,NA,NA,NA,"223,468",0,"3,954","1,980","1,259","5,487",0,0,"3,943",0,NA,NA,NA,"9,250","7,036","6,928",0,"137,004",510,0,"2,266","111,371"
2014Q3,Peoples Bancorp,1016775,83,0,83,25,0,0,40,30,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,3,0,0,0,0,0,0,0,"136,599","7,757","144,356","79,725","108,560","85,555","406,214","82,587","2,013","109,879",0,"899,608",0,"38,551",0,"3,569","12,779","3,569.00",0,"6,890.00","1,676.00","11,801","148,645.00",99,"3,457","1,134,194",0,"1,360,698",0,0,0,"224,081","899,608","82,587","3,457",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"13,899","2,410",0,0,"139,291",91,0,0,"139,291"
2014Q3,Peoples Bancorp Inc.,100532,105,0,105,6,0,57,69,0,0,10,439,0,0,0,0,0,0,0,47,0,47,7,7,518,385,10,0,0,254,0,0,0,0,0,0,0,"409,348","6,616","415,964","74,762","25,877","85,370","459,226","249,128","1,105","180,100",0,"1,062,195",0,30,0,"15,055","17,935","9,721.00",123,"11,731.00","2,203.00","22,176","29,185.00",0,"680,710","1,506,508","1,299","2,433,763",124,"631,500","631,827","490,726","1,062,195","249,128","680,710","631,827",0,7,"8,689","19,699","76,101","382,642",0,"23,969","27,542",NA,NA,NA,"631,500",0,7,"8,636","20,183","76,496","386,675",0,"24,684","28,083",NA,NA,NA,"17,556","9,824",0,0,"319,332",48,0,"1,675","232,720"
2014Q3,"Peoples Bancorp of North Carolina, Inc.",4050385,8,0,8,29,513,0,50,4,0,0,144,0,0,0,0,0,0,0,1,0,1,2,106,0,4,15,0,0,33,0,0,0,0,0,0,0,"159,124","4,523","163,647","87,921","56,959","9,006","229,197","75,986","3,507","10,195",0,"553,066",0,10,0,"12,180","8,506","2,961.00",0,"4,301.00","1,483.00","8,535","35,310.00",0,"279,787","651,437",0,"1,054,400",240,"272,598","279,787","251,568","553,066","75,986","279,787","279,787",0,"24,961","3,016","16,946","35,082","43,993",0,0,0,NA,NA,NA,"272,598",0,"24,942","2,997","16,966","34,431","43,174",0,0,0,NA,NA,NA,"12,343","3,414",0,0,"96,207",0,0,227,"91,818"
2014Q3,"Peoples Bancorp, Inc.",1021530,83,0,83,0,0,0,0,0,0,11,12,0,0,0,0,0,0,4,8,0,8,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,"74,407",733,"75,140","2,515","2,641","8,146","56,984","65,130",275,"7,635",0,"258,571",0,"64,161",0,"14,400","4,882",510.00,0,"2,064.00",289.00,"3,067",990.00,0,"185,607","409,897",0,"632,513",0,"185,511","185,607","77,655","258,571","65,130","185,607","185,607",0,"2,838","55,966","1,934","35,936","22,579",0,0,0,NA,NA,NA,"185,511",0,"2,860","57,094","1,935","35,820","22,599",0,0,0,NA,NA,NA,"6,636",0,0,0,"60,662",0,0,906,"53,812"
2014Q3,"Peoples Federal Bancshares, Inc.",4253727,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,"319,768","1,457","321,225","10,425","18,336","72,818","54,490","9,454",0,"4,151",0,"477,294",0,0,0,0,"4,427",390.00,0,"2,431.00",384.00,"4,533","25,612.00",364,"45,829","490,899",0,"601,284",0,"8,863","8,819","331,650","477,294","9,454","45,829","8,819",0,0,0,4,"8,815",0,0,0,0,NA,NA,NA,"8,863",0,0,0,4,"8,859",0,0,0,0,NA,NA,NA,"4,026","5,238",NA,0,"103,890",41,0,289,NA
2014Q3,Peoples Financial Corporation,1019929,81,0,81,0,"1,979",0,47,76,0,0,3,0,0,0,0,0,0,58,2,0,2,0,0,0,64,172,0,0,3,0,0,0,0,0,0,38,"66,273","2,327","68,600","1,844","56,850","1,422","188,823","30,935",316,"6,714",0,"317,839",0,336,0,"2,368","4,894","1,964.00",0,"3,074.00",993.00,"6,341","7,906.00","25,000","281,687","358,192",0,"753,270",-29,"269,902","266,070","70,444","317,839","30,935","281,687","266,070","40,953",0,"144,075","7,740","38,631",0,0,0,0,NA,NA,NA,"269,902","41,344",0,"148,813","7,481","38,919",0,0,0,0,NA,NA,NA,"11,010","7,620",0,0,"102,373",0,0,0,"103,612"
2014Q3,Peoples Financial Services Corp.,1020405,23,0,23,30,0,0,59,0,0,30,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,58,0,0,0,0,0,0,0,"324,230","20,862","345,092","40,492","30,547","21,115","344,877","270,700","3,555","70,711","2,783","782,362",0,0,0,"56,347","14,550","3,679.00",0,"5,639.00","1,392.00","11,084","19,002.00","6,100","366,089","1,182,903",0,"1,724,778",701,"346,065","350,825","385,584","782,362","270,700","366,089","350,825","48,061",187,"101,252",973,"5,871","83,139",0,0,0,NA,NA,NA,"346,065","48,357",189,"101,294",977,"6,058","83,317",0,0,0,NA,NA,NA,"10,229","3,497",0,0,"246,069",0,0,"2,340","175,596"
2014Q3,"People's United Financial, Inc.",4147129,981,584,"1,565",985,553,0,"3,739","1,708",0,0,458,59,164,0,0,0,0,0,369,50,419,130,2,13,143,147,0,0,124,86,0,0,0,0,0,0,"5,011,071","261,848","5,272,919","1,795,942","980,307","2,795,484","7,950,378","5,622,504","20,689","57,381","392,481","18,814,089",0,"1,353",0,"1,404,523","235,677","87,445.00",0,"108,763.00","35,868.00","219,522","179,365.00","300,000","4,503,089","26,292,331","8,309","34,764,455",170,"3,903,591","3,873,022","7,068,861","18,814,089","5,622,504","4,503,089","3,873,022","50,392",0,"6,472",46,"1,811,723","1,941,032",0,0,0,NA,NA,NA,"3,903,591","50,324",0,"6,207",45,"1,782,192","2,003,380",0,0,0,NA,NA,NA,"196,881",0,NA,0,"4,655,037",110,0,"49,434",NA
2014Q3,People's Utah Bancorp,4048950,0,0,0,0,8,0,262,15,0,15,53,0,0,0,0,0,0,0,0,1,1,2,49,0,2,15,0,3,34,0,0,0,0,0,0,0,"73,863","4,991","78,854","51,335","153,521","40,525","378,967","136,067","5,625","15,296","14,053","733,658",0,"13,147",0,"1,681","13,912","3,721.00",0,"6,914.00",-201.00,"10,953","24,141.00","1,584","342,182","913,902",0,"1,361,600",9,"311,279","311,792","130,189","733,658","136,067","342,182","311,792","2,029","13,990","47,169","15,308","72,938","78,916",0,549,"15,755",NA,NA,NA,"311,279","2,030","14,033","47,427","15,498","73,392","78,863",0,548,"15,770",NA,NA,NA,"14,490","8,081",0,0,"155,198",0,0,0,"153,795"
2014Q3,"PeoplesBancorp, MHC",4092212,94,0,94,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,"402,382","18,441","420,823","54,630","75,930","110,301","488,061","54,320",940,"2,217",0,"1,149,745",0,0,0,"16,302","12,292","2,663.00",0,"6,259.00","1,207.00","11,082","5,228.00","2,365","488,472","1,222,584",0,"1,840,713",194,"500,665","488,472","475,453","1,149,745","54,320","488,472","488,472",0,"5,619","28,919","5,131","77,097","209,780",0,"70,931",0,NA,NA,NA,"500,665",0,"5,577","30,738","5,159","78,828","216,721",0,"73,500",0,NA,NA,NA,"11,580","13,803",0,0,"175,996",0,0,0,"184,317"
2014Q3,"PeoplesSouth Bancshares, Inc.",1023342,0,0,0,29,117,0,1,0,0,0,150,0,0,0,0,0,0,14,1,0,1,0,4,0,0,33,0,0,20,0,1,0,0,0,0,2,"59,226","2,214","61,440","11,681","27,788","10,237","119,656","15,101",0,"24,579",0,"257,899",0,"29,400",0,"5,017","4,664",177.00,0,"1,716.00",455.00,"2,987","8,795.00",0,"105,346","331,996",0,"481,708",0,"109,095","104,184","73,121","257,899","15,101","105,346","104,184",0,0,"39,680",0,"7,415","48,030",0,0,"7,903",NA,NA,NA,"109,095",0,0,"42,579",0,"7,361","49,689",0,0,"8,311",NA,NA,NA,"5,049","4,933",0,0,"42,515",0,0,765,"45,425"
2014Q3,"Persons Banking Company, Inc.",1018047,86,0,86,0,15,-1,210,218,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,49,0,0,0,0,0,0,0,"60,933","1,549","62,482","5,303","28,014","15,677","90,434","23,558",531,"13,618",0,"215,050",0,"2,798",0,956,"3,224",683.00,0,"1,738.00",358.00,"4,024","19,588.00",0,"51,846","255,980",0,"362,148",0,"53,306","51,846","67,785","215,050","23,558","51,846","51,846",0,0,490,531,0,"36,598",0,"2,084",0,NA,NA,NA,"53,306",0,0,498,535,0,"37,844",0,"2,141",0,NA,NA,NA,"3,266",0,0,0,"12,049",0,0,0,"13,509"
2014Q3,"Pinnacle Bancorp, Inc.",1017023,398,155,553,70,27,17,715,242,0,51,307,0,0,0,0,334,0,0,213,134,347,39,153,0,206,153,0,20,91,0,0,0,0,4,0,0,"774,253","63,429","837,682","74,318","464,744","168,757","1,703,808","444,036","11,376","122,409","6,288","3,964,080",0,"700,395",0,"43,231","66,239","16,742.00",0,"25,115.00","5,713.00","46,451","133,891.00","16,600","2,076,400","5,280,439",0,"7,903,909",-21,"2,068,522","2,076,400","912,000","3,964,080","444,036","2,076,400","2,076,400",0,169,"626,675","13,665","38,883","684,054",0,0,"388,079",NA,NA,NA,"2,068,522",0,163,"619,178","13,326","37,334","693,824",0,0,"395,046",NA,NA,NA,"88,255",0,0,153,"825,244",0,0,"13,800","720,072"
2014Q3,Pinnacle Financial Corporation,1018216,0,0,0,8,120,0,186,115,0,0,21,0,0,0,0,0,0,151,2,1,3,0,33,0,15,6,0,0,11,0,0,0,0,0,0,27,"52,409","2,070","54,479","9,485","20,890","7,157","146,691","29,253","2,932","9,929",0,"314,716",0,"2,819",0,"7,906","5,677","1,580.00",0,"2,612.00",652.00,"4,976","20,023.00",0,"156,371","364,623",0,"595,938",27,"158,763","156,371","63,964","314,716","29,253","156,371","156,371",0,"18,856","3,324",0,"45,472","11,708",0,"1,930","1,027",NA,NA,NA,"158,763",0,"19,178","3,377",0,"46,278","11,808",0,"1,985","1,032",NA,NA,NA,"4,798",0,0,0,"63,283",84,0,"1,236","54,738"
2014Q3,"Pinnacle Financial Partners, Inc.",4055925,17,18,35,622,294,0,221,847,0,19,348,0,0,0,0,0,0,0,24,16,40,53,51,0,213,346,0,0,74,0,0,0,0,0,0,10,"423,382","8,987","432,369","281,407","322,090","168,394","1,310,475","1,708,288","27,039","173,023","15,798","2,526,891",0,197,0,"16,184","49,823","11,709.00",0,"21,722.00","5,046.00","33,493","148,069.00","4,757","753,028","4,440,381",0,"5,865,703",29,"706,023","714,921","713,776","2,526,891","1,708,288","753,028","714,921",0,157,"110,940","58,962","242,707","50,900","3,768","54,470",0,NA,NA,NA,"706,023",0,157,"116,896","57,494","235,149","51,374","3,775","57,141",0,NA,NA,NA,"66,160","22,253",0,0,"781,934",0,0,"2,856","533,787"
2014Q3,"Pioneer Bancorp, Inc.",4089672,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,133,0,0,0,0,0,0,0,"192,630",577,"193,207",854,"36,718",269,"37,420","21,655",18,"3,911",0,"268,468",0,0,0,0,"4,307","2,742.00",0,"2,676.00","1,112.00","5,751","2,778.00",93,"298,351","294,034",0,"661,963",0,"171,666","171,040","194,061","268,468","21,655","298,351","171,040",0,0,"136,068",0,"33,987",0,0,0,0,NA,NA,NA,"171,666",0,0,"138,529",0,"32,137",0,0,0,0,NA,NA,NA,"3,456",0,NA,0,"64,499",10,0,660,NA
2014Q3,"Plains Bancorp, Inc.",1018905,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,55,0,0,0,0,0,0,17,0,0,0,32,0,0,0,0,0,0,23,"67,273","2,145","69,418",0,"34,843","8,824","182,216","135,032",155,"8,912",0,"418,677",0,"138,191",0,"6,141","10,014","1,839.00",0,"3,826.00","1,114.00","6,575",31.00,0,"381,306","706,953",0,"1,178,137",0,"310,127","310,443","69,418","418,677","135,032","381,306","310,443",0,0,"96,181",657,"111,038","51,622",0,0,0,NA,NA,NA,"310,127",0,0,"99,081",621,"110,241","51,667",0,0,0,NA,NA,NA,"10,234",0,0,0,"97,547",389,0,"2,618","88,280"
2014Q3,"Planters Financial Group, Inc.",4072046,25,0,25,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,8,8,0,0,2,101,34,0,0,1,0,0,0,0,0,0,0,"126,328","6,459","132,787","25,783","71,617","44,281","195,397","62,044",844,"9,788",0,"515,413",0,"21,779",0,204,"7,294","1,191.00",0,"2,584.00",566.00,"4,701","3,019.00",1,"187,264","609,228",0,"835,906",-48,"163,721","166,841","158,570","515,413","62,044","187,264","166,841",0,"9,757","14,278","17,647","23,566","7,872",0,0,0,NA,NA,NA,"163,721",0,"9,695","14,287","17,452","23,403","7,839",0,0,0,NA,NA,NA,"9,482",231,0,0,"70,278",0,0,873,"65,666"
2014Q3,Planters Holding Company,1018412,2,1,3,0,0,108,0,4,0,0,8,0,0,0,0,0,0,0,1,0,1,0,0,47,0,0,0,0,2,0,0,0,0,0,0,0,"131,168",556,"131,724","6,590","19,371","10,190","62,749","76,755",634,"28,418",0,"249,632",0,"44,372",0,"3,256","6,265","1,522.00",0,"2,189.00",444.00,"3,956","8,835.00",0,"326,302","402,433",0,"791,716",-5,"318,885","321,913","138,314","249,632","76,755","326,302","321,913",0,"4,426","64,430","22,500","79,265","21,066",0,"6,417",0,NA,NA,NA,"318,885",0,"4,654","64,831","22,576","78,481","21,424",0,"6,513",0,NA,NA,NA,"6,622","1,819",0,0,"69,908",0,0,0,"67,774"
2014Q3,"Platte Valley Financial Service Companies, Inc.",1032817,163,20,183,0,0,0,4,163,0,70,109,0,0,0,0,0,0,0,1,1,2,2,0,0,0,38,0,7,18,0,0,0,0,31,0,0,"166,015","8,798","174,813","9,814","31,502","5,509","157,809","156,763","2,374","23,515","1,220","455,532",0,"90,165",0,"3,813","9,810","2,415.00",0,"4,351.00",823.00,"7,764","46,073.00",0,"92,884","731,008",0,"926,359",-1,"45,993","46,406","184,627","455,532","156,763","92,884","46,406",0,"3,408","32,116",152,"1,337","4,384",0,0,0,NA,NA,NA,"45,993",0,"3,401","31,831",143,"1,342","4,324",0,0,0,NA,NA,NA,"11,254","3,395",0,0,"89,513",0,0,632,"83,664"
2014Q3,Plumas Bancorp,4074251,0,0,0,0,0,0,208,98,0,17,175,0,0,0,0,0,0,0,2,0,2,2,0,0,4,23,0,3,43,0,0,0,0,0,0,0,"25,966","1,612","27,578","38,877","21,337","4,602","157,365","33,701","1,778","45,577",0,"267,673",0,"16,950",0,520,"4,931","1,616.00",0,"2,287.00",549.00,"4,198","45,169.00",0,"84,304","364,421",0,"543,097",128,"85,224","84,304","66,455","267,673","33,701","84,304","84,304",0,0,"6,967",0,"58,734","7,966",0,0,0,NA,NA,NA,"85,224",0,0,"7,003",0,"59,508","8,235",0,0,0,NA,NA,NA,"5,251","2,854",0,0,"34,688",0,0,0,"35,228"
2014Q3,PNBK Holdings LLC,4247771,0,0,0,0,0,0,297,26,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,"119,991","1,785","121,776","42,754","27,329","52,803","171,354","45,891","1,722","4,477",0,"416,016",0,0,0,0,"5,404",587.00,0,"2,089.00",839.00,"4,780","56,838.00",0,"39,021","466,384",0,"642,884",0,"35,206","34,571","164,530","416,016","45,891","39,021","34,571",0,0,"7,314","6,800","9,831","1,676",0,0,0,NA,NA,NA,"35,206",0,0,"7,500","6,929","10,042","1,735",0,0,0,NA,NA,NA,"2,670","16,812","11,570","2,713","73,648",0,0,0,"49,535"
2014Q3,"PNC Financial Services Group, Inc.",100406,"-13,110","12,879",-231,"37,343","32,401","1,376","6,118","59,586",-35,"36,018","72,068","2,239",280,0,0,13,0,"10,762","25,186","8,721","33,907","15,090","4,075",853,"23,450","42,801",0,"4,773","14,240","2,233",897,0,0,189,0,"2,394","26,625,714","3,296,315","29,922,029","20,668,964","7,990,121","3,298,721","22,035,403","62,885,074","4,756,802","26,517,093","7,818,334","84,097,915","156,270","109,793","1,503","21,565,162","2,106,152","1,732,403.00","40,569","1,192,478.00","332,868.00","2,372,901","26,247,492.00","1,760,846","55,038,758","203,151,144","4,132,772","334,602,342","-1,246","42,637,572","43,620,059","50,590,993","84,097,915","62,885,074","55,038,758","43,620,059","4,711,604",0,"631,079","6,027,975","7,027,531","5,451,834",0,"1,602,076","190,382",NA,NA,NA,"42,637,572","4,594,641",0,"581,105","5,880,025","6,911,648","5,394,873",0,"1,599,721","186,956",NA,NA,NA,"3,406,278",0,NA,"2,101","44,481,002","362,068","68,851","255,436","30,751,836"
