2014Q3,"American Bancor, Ltd.",1019981,0,0,0,0,0,0,0,1,0,19,47,0,0,0,0,0,0,0,0,3,3,0,0,0,0,89,0,1,29,0,0,0,0,4,0,0,"55,494","7,949","63,443","11,869","44,878","32,225","147,346","65,101","4,929","123,860","5,087","369,197",0,"128,049",0,"20,574","10,632","4,915.00",0,"6,638.00",672.00,"9,717","7,626.00",0,"491,961","711,868",0,"1,283,413",88,"487,125","490,886","75,312","369,197","65,101","491,961","490,886",0,13,"230,088","3,675","2,162","9,572",0,766,763,NA,NA,NA,"487,125",0,13,"229,713","3,500","2,088","9,430",0,741,729,NA,NA,NA,"7,853",314,0,0,"98,448",45,0,0,"88,433"
2014Q3,"American Bancorp of Oklahoma, Inc.",1020164,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"27,753","1,319","29,072","6,478","78,639","26,863","229,368","52,256",138,"3,084","10,256","370,774",0,0,0,20,"5,145",322.00,0,"1,967.00",526.00,"3,484","20,556.00","3,139","156,903","436,390",0,"627,794",9,"152,925","152,881","35,550","370,774","52,256","156,903","152,881",0,0,"12,059","2,556","87,156",10,0,0,0,NA,NA,NA,"152,925",0,0,"12,504","2,536","86,847",10,0,0,0,NA,NA,NA,"10,118",0,0,0,"52,950",0,0,940,"52,328"
2014Q3,"American Bancorporation, Inc.",1016983,7,0,7,0,49,0,0,8,0,4,237,0,0,0,0,0,0,0,5,2,7,0,0,0,1,6,0,1,58,0,0,0,0,0,0,0,"134,165","3,157","137,322","1,255","23,338","7,552","90,720","55,777","1,455","40,714","11,439","267,755",0,"2,264",0,"2,440","7,145","1,987.00",0,"3,723.00",887.00,"6,251","9,265.00","9,876","577,341","380,389",0,"1,018,985",93,"366,708","370,633","138,577","267,755","55,777","577,341","370,633","22,392",0,0,"116,957","48,803","52,795",0,0,0,NA,NA,NA,"366,708","22,430",0,0,"115,106","48,748","52,272",0,0,0,NA,NA,NA,"5,536",0,0,0,"93,979",67,0,"1,013","83,555"
2014Q3,American Bank Holding Corporation,1018984,0,0,0,0,0,0,0,184,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,6,0,0,0,0,0,0,0,"66,550","8,273","74,823","4,700","77,857","13,799","283,647","250,777",268,"7,455",0,"485,002",0,"3,260",0,"14,605","10,541","3,829.00",0,"5,747.00","1,458.00","10,049","131,523.00",0,"341,291","761,099",0,"1,295,724",0,"337,643","341,142","79,523","485,002","250,777","341,291","341,142","116,643",0,"19,208",95,"5,306",0,0,0,0,NA,NA,NA,"337,643","116,942",0,"20,000",96,"5,195",0,0,0,0,NA,NA,NA,"13,260",0,0,0,"102,958",0,0,"3,402","97,121"
2014Q3,American Bank Incorporated,4073262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"54,695","3,775","58,470","4,340","16,618","15,599","213,601","51,768",423,715,0,"308,628",0,0,0,0,"3,283",173.00,0,938.00,254.00,"1,863","36,436.00",0,"94,403","361,111",0,"516,531",143,"89,563","92,674","62,810","308,628","51,768","94,403","92,674",0,0,"43,822",0,"9,796","12,321",0,0,0,NA,NA,NA,"89,563",0,0,"44,062",0,"9,463","12,020",0,0,0,NA,NA,NA,"4,915","2,975",0,0,"43,799",50,0,340,"41,740"
2014Q3,"American Central Bancorporation, Inc.",1018358,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,"121,070","10,453","131,523","7,600","39,231","64,664","109,683","59,550",57,"7,145",80,"448,385",0,"27,494",0,"2,664","6,178","1,236.00",0,"4,546.00",321.00,"5,974","3,545.00",0,"139,509","545,318",0,"717,264",0,5,5,"139,123","448,385","59,550","139,509",5,0,0,0,0,0,0,0,0,0,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,NA,NA,NA,"5,302",0,0,0,"77,589",0,0,"1,892","76,972"
2014Q3,"American Chartered Bancorp, Inc.",1022411,172,759,931,171,119,134,"1,210","1,582",0,0,179,0,0,0,0,0,0,0,103,37,140,48,50,313,42,583,0,0,132,0,0,0,0,0,0,2,"240,793","16,527","257,320","111,114","62,677","62,583","744,805","594,562",124,"1,081",0,"1,238,795",0,0,0,"2,947","21,590",656.00,295,"7,724.00","2,370.00","14,743","41,646.00",0,"493,917","1,837,385",530,"2,554,197",0,"192,795","190,713","368,434","1,238,795","594,562","493,917","190,713",0,123,225,"5,616","2,133","174,264",0,0,0,NA,NA,NA,"192,795",0,122,223,"5,640","2,071","176,362",0,0,0,NA,NA,NA,"27,981","16,524",0,0,"159,884",0,"1,129",0,"115,422"
2014Q3,"American Community Financial, Inc.",4074157,113,-1,112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"50,516","1,603","52,119","6,380","19,184","23,554","170,331","31,533",37,332,0,"275,971",0,0,0,"4,631","3,525",475.00,0,"1,228.00",459.00,"2,511","84,110.00",0,"50,973","312,467",0,"477,825",0,"51,116","50,973","58,499","275,971","31,533","50,973","50,973","7,397",0,"36,068",0,77,0,0,0,0,NA,NA,NA,"51,116","7,405",0,"36,239",0,71,0,0,0,0,NA,NA,NA,"7,789","2,214",0,0,"53,739",0,0,0,"53,824"
2014Q3,American Express Company,102700,0,0,0,0,0,0,0,"56,000",0,"337,000","339,000",0,0,0,0,0,0,"257,000",0,0,0,0,0,0,0,"15,000",0,"93,000","94,000",0,0,0,0,0,0,"89,000",0,0,0,0,0,0,0,"9,879,000","56,873,000","56,882,000",0,0,0,0,0,"45,279,000","1,397,000","6,911,000.00","23,000","1,290,000.00","197,000.00","5,620,000","18,540,000.00","232,000","4,942,000","112,040,000","36,000","153,862,000","20,000","4,794,000","4,942,000",0,0,"9,879,000","4,942,000","4,942,000","349,000","3,000",0,"118,000","17,000",0,0,"2,000","7,000",NA,NA,NA,"4,794,000","346,000","3,000",0,"113,000","16,000",0,0,"2,000","7,000",NA,NA,NA,"1,589,000","2,127,000",NA,"-2,000","20,216,000",0,0,"270,000","17,553,000"
2014Q3,"American International Group, Inc.",103330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014Q3,American National Bankshares Inc.,100626,58,42,100,82,0,0,0,23,0,0,1,0,0,0,0,0,0,24,7,9,16,23,9,0,11,6,0,0,9,0,0,0,0,0,0,13,"172,531","3,371","175,902","90,952","47,060","44,886","323,630","119,811",558,"5,305",0,"685,657",0,"1,778",0,"4,848","10,460","2,614.00",0,"4,513.00",933.00,"8,775","58,278.00",0,"328,534","817,399",0,"1,319,157",315,"319,645","328,534","266,854","685,657","119,811","328,534","328,534",0,641,"69,302","14,588","39,476","4,692",0,"2,116",0,NA,NA,NA,"319,645",0,602,"69,309","14,325","38,986","4,611",0,"1,994",0,NA,NA,NA,"12,620","5,296",0,0,"173,165",0,0,"1,805","127,131"
2014Q3,American National Corporation,1017338,33,22,55,0,0,0,1,59,0,0,707,0,0,0,0,0,0,18,36,25,61,11,7,1,52,198,0,0,303,0,0,0,0,0,0,5,"165,944","22,087","188,031","35,751","121,040","64,570","549,487","298,865","1,621","461,831","7,180","1,001,354",0,"41,132",0,"32,449","24,437","4,801.00",0,"10,704.00","2,094.00","17,817","10,959.00",0,"700,464","1,842,811",0,"2,701,789",251,"419,638","416,504","223,782","1,001,354","298,865","700,464","416,504",0,"3,041","91,421","25,207","199,921","36,375",0,"10,696",0,NA,NA,NA,"419,638",0,"3,042","92,264","25,317","201,682","36,438",0,"10,840",0,NA,NA,NA,"21,276",148,0,0,"264,472",0,0,"8,000","246,723"
2014Q3,American River Bankshares,1024658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,150,0,0,1,35,0,0,0,0,0,0,0,0,0,0,"15,734",238,"15,972","4,029","8,288","10,093","186,187","23,788",298,847,"1,279","227,414",0,35,0,126,"4,679",578.00,0,"2,243.00",485.00,"3,802","33,186.00",0,"277,798","253,489",0,"615,606",83,"271,619","276,863","20,001","227,414","23,788","277,798","276,863",0,0,0,"36,838","70,528","140,515",0,0,0,NA,NA,NA,"271,619",0,0,0,"35,758","68,963","139,546",0,0,0,NA,NA,NA,"5,460","2,552",0,0,"88,179",0,0,0,"68,712"
2014Q3,"American State Bancshares, Inc.",1017711,65,0,65,0,157,0,0,4,0,1,8,0,0,0,0,0,0,1,5,5,10,0,153,0,0,9,0,1,7,0,0,0,0,0,0,0,"49,288","2,514","51,802",463,"25,079","5,581","92,014","62,027",0,"21,392","2,294","229,307","2,500","64,308",0,"2,814","6,216","1,188.00",0,"2,501.00",473.00,"4,389","2,964.00",491,"237,652","384,642",0,"669,998",171,"165,916","164,146","52,265","229,307","62,027","237,652","164,146",640,0,"100,351",437,"42,008",560,0,0,0,NA,NA,NA,"165,916",650,0,"103,237",437,"41,212",548,0,0,0,NA,NA,NA,"3,760",28,0,0,"68,689",393,110,0,"49,524"
2014Q3,"American State Bank Holding Company, Inc.",1974076,0,0,0,0,0,0,0,14,0,3,17,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,"40,202","3,873","44,075",635,"17,132","14,302","60,232","39,530","1,581","23,783",0,"150,489",0,"40,096",0,"4,728","4,876","1,299.00",0,"1,686.00",198.00,"2,730","1,151.00",0,"320,928","258,626",0,"604,866",1,"317,605","320,928","44,710","150,489","39,530","320,928","320,928",0,918,"20,789","22,801","127,922","3,380",0,0,0,NA,NA,NA,"317,605",0,939,"20,937","22,905","126,896","3,342",0,0,0,NA,NA,NA,"4,269",0,0,0,"48,397",0,0,"1,163","45,074"
2014Q3,"Americo Bancshares, Inc.",1018854,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,6,0,0,0,0,0,0,6,"45,397","1,750","47,147","2,317","51,945","27,224","210,063","73,968","1,684","4,960",0,"347,639",0,"14,993",0,"1,101","5,902",739.00,0,"2,646.00",796.00,"5,123",451.00,0,"217,508","442,661",0,"713,059",0,"211,892","214,295","49,464","347,639","73,968","217,508","214,295","7,916",0,"156,268",0,"16,476",0,0,0,0,NA,NA,NA,"211,892","7,912",0,"153,827",0,"16,557",0,0,0,0,NA,NA,NA,"6,321","3,017",0,0,"60,885",346,0,260,"58,999"
2014Q3,Ameri-National Corporation,4049022,0,0,0,0,0,0,747,0,0,0,1,0,0,0,0,0,0,0,7,1,8,0,0,0,12,26,0,0,7,0,0,0,0,0,0,0,"150,569","1,857","152,426","4,951","23,464","8,517","54,481","17,579",0,"24,202","5,621","244,094",0,"6,865",0,23,"2,467","10,371.00",0,"5,670.00",695.00,"10,756","25,981.00",0,"222,053","298,384",0,"598,210",65,"220,208","222,053","157,377","244,094","17,579","222,053","222,053",0,0,0,"18,437","18,640","85,148",978,0,"59,293",NA,NA,NA,"220,208",0,0,0,"17,318","18,211","83,643","1,135",0,"58,183",NA,NA,NA,"4,624",0,0,0,"76,253",0,0,400,"74,408"
2014Q3,Ameris Bancorp,100594,270,123,393,13,296,0,953,141,0,0,128,0,0,0,0,15,0,36,31,5,36,15,97,1,28,26,0,1,135,0,1,0,0,4,0,17,"783,956","44,970","828,926","73,344","242,430","70,868","1,129,610","207,983","1,932","38,861",41,"2,509,079",0,"66,714",0,"123,454","40,644","18,850.00",0,"21,740.00","4,563.00","41,269","39,665.00",500,"531,334","2,946,132",0,"4,005,279",133,"526,616","531,334","902,270","2,509,079","207,983","531,334","531,334",0,"41,555","14,460","49,894","96,949","164,367",0,"6,567","5,193",NA,NA,NA,"526,616",0,"42,188","14,951","49,361","95,726","163,377",0,"6,626","5,192",NA,NA,NA,"22,212","27,453",0,0,"353,830",0,0,"1,340","281,135"
2014Q3,"AmeriServ Financial, Inc.",100467,150,0,150,0,0,0,459,0,0,0,24,0,0,0,0,0,0,0,38,0,38,0,2,0,14,5,0,0,6,0,0,0,0,0,0,0,"188,427","10,944","199,371","53,383","26,343","45,563","336,053","117,657","8,391","17,761",0,"662,654",0,"5,000",0,"14,815","8,403","3,595.00",0,"6,139.00","1,177.00","11,245","6,662.00",0,"150,471","817,887",0,"1,070,431",0,"128,720","130,973","252,754","662,654","117,657","150,471","130,973",0,0,"6,905","7,044","86,355","17,286",0,0,0,NA,NA,NA,"128,720",0,0,"6,930","6,789","84,263","17,244",0,0,0,NA,NA,NA,"9,582","8,799",823,0,"116,146",0,53,187,"87,024"
2014Q3,Ames National Corporation,1021094,35,0,35,0,0,0,0,17,0,0,1,0,0,0,0,11,0,0,0,1,1,0,15,0,0,1,0,0,2,0,0,0,0,3,0,0,"119,871","8,265","128,136","12,767","33,969","54,609","180,956","67,675","1,164","8,204","1,350","472,046",0,"70,107",0,"5,674","9,017","1,785.00",0,"3,521.00",664.00,"5,701","40,496.00",0,"565,022","625,056",0,"1,298,165",79,"556,693","565,022","140,903","472,046","67,675","565,022","565,022","1,438",328,"93,587","6,426","103,615","23,116",0,0,0,NA,NA,NA,"556,693","1,428",322,"93,331","6,219","101,826","22,387",0,0,0,NA,NA,NA,"8,530","1,603",0,0,"153,970",0,0,"1,676","140,164"
2014Q3,ANB Corporation,1024726,10,3,13,0,0,0,1,43,0,0,86,0,0,0,0,0,0,126,4,0,4,0,216,0,16,36,0,0,36,0,1,0,0,0,0,37,"328,408","15,891","344,299","12,839","205,769","11,224","628,249","145,973","15,416","39,147",0,"1,214,981",0,"6,779",0,"220,981","18,745","8,037.00",0,"11,742.00","2,765.00","20,378","59,963.00",0,"647,694","1,627,861",0,"2,501,258",27,"648,268","647,694","357,138","1,214,981","145,973","647,694","647,694","47,295",0,0,"8,002","130,838","236,527",0,0,0,NA,NA,NA,"648,268","48,891",0,0,"7,824","128,663","238,804",0,0,0,NA,NA,NA,"25,230","11,178",0,0,"215,711",0,92,"1,186","146,814"
2014Q3,Anchor Bancorp,4220185,94,57,151,0,0,160,340,87,0,23,24,0,0,0,0,0,0,0,10,5,15,0,12,0,0,73,0,27,32,0,0,0,0,0,0,0,"60,700","11,566","72,266","8,008","24,482","48,865","105,031","16,511","3,901","7,078",0,"258,652",0,0,0,90,"3,456",778.00,0,"1,983.00",504.00,"4,167","13,432.00",0,"44,510","282,331",0,"385,859",47,"36,504","36,119","80,274","258,652","16,511","44,510","36,119",0,0,0,"1,100","34,577",0,0,0,0,NA,NA,NA,"36,504",0,0,0,"1,118","34,945",0,0,0,0,NA,NA,NA,"3,994",555,0,0,"53,656",0,0,0,"54,578"
2014Q3,Anchor BanCorp Wisconsin Inc.,102183,194,93,287,36,"3,139",0,120,168,0,62,251,0,0,0,0,0,0,0,41,58,99,9,647,91,531,"1,759",0,8,32,0,0,0,0,0,0,0,"622,838","39,447","662,285","82,960","119,302","332,081","220,389","14,345","6,569","127,410",0,"1,419,022",0,0,0,441,"17,522","5,953.00",0,"11,008.00","2,459.00","20,270","145,218.00",0,"291,867","1,561,218",0,"2,106,520",452,"295,805","291,867","745,245","1,419,022","14,345","291,867","291,867",0,0,"3,291","9,328","22,449","232,812",0,0,"18,322",NA,NA,NA,"295,805",0,0,"3,274","9,423","22,340","236,142",0,0,"18,919",NA,NA,NA,"47,037",0,NA,0,"214,709",0,0,0,NA
2014Q3,"Anchor Bancorp, Inc.",1019471,0,168,168,0,0,146,0,15,0,0,6,0,0,0,0,0,0,0,40,80,120,5,0,0,8,51,0,0,36,0,0,0,0,0,0,0,"72,645","15,662","88,307","21,456","34,923","35,638","512,921","311,841","3,549","6,376","6,665","694,320",0,175,0,"50,538","12,806","3,700.00",0,"6,085.00","1,384.00","10,607","7,470.00",258,"277,941","1,069,915",0,"1,445,666",4,"227,714","230,045","109,763","694,320","311,841","277,941","230,045",0,0,"1,182","14,365","43,834","54,089",0,"1,972",0,NA,NA,NA,"227,714",0,0,"1,192","13,834","43,117","53,762",0,"1,947",0,NA,NA,NA,"13,782","4,501",0,0,"136,524",0,274,"1,010","118,518"
2014Q3,"Androscoggin Bancorp, MHC",4048912,19,21,40,74,0,0,1,0,0,0,17,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,7,0,0,0,0,0,0,0,"204,936","3,152","208,088","27,014","18,948","9,038","258,713","90,355",274,"1,282","17,765","521,986",0,"1,146",0,"15,705","6,613","1,140.00",0,"3,426.00",621.00,"5,327","2,428.00",0,"87,409","648,239",0,"799,335",1,"74,635","77,340","235,102","521,986","90,355","87,409","77,340",0,0,"8,230",869,"25,997",0,0,"1,955","4,860",NA,NA,NA,"74,635",0,0,"8,076",863,"26,056",0,0,"1,914","5,017",NA,NA,NA,"7,538","3,917",0,0,"91,863",0,0,0,"85,041"
2014Q3,"Apple Financial Holdings, Inc.",4161755,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"305,828","1,005","306,833","27,330","43,119","984,533","2,058,239","5,492,844","9,035","19,455",0,"3,420,054","227,613",0,"17,393","4,370","47,078","6,062.00",730,"16,641.00","7,459.00","29,936","477,223.00",0,"923,207","9,181,729","549,278","11,688,202",0,"843,808","870,215","334,163","3,420,054","5,492,844","923,207","870,215","124,654","152,962",0,"36,238","128,310","25,707","55,084",0,0,NA,NA,NA,"843,808","113,894","146,051",0,"33,643","125,847","25,608","53,781",0,0,NA,NA,NA,"21,141","25,904",0,0,"974,264",0,"1,864",0,"553,767"
2014Q3,"Arbor Bancorp, Inc.",1027773,1,60,61,0,0,0,0,0,0,0,1,78,0,0,0,0,0,0,0,2,2,1,78,0,10,4,0,0,0,56,0,0,0,0,0,0,"96,174","2,689","98,863","26,530","15,461","37,980","293,143","139,282","4,430","10,931","35,834","472,698",0,0,0,"21,611","9,016","2,337.00",0,"4,283.00",657.00,"6,637","193,277.00",0,"150,561","680,356",0,"1,072,842",0,"148,752","150,561","125,393","472,698","139,282","150,561","150,561",0,"25,823","3,966",0,"21,872","5,000",0,"8,449","2,211",NA,NA,NA,"148,752",0,"26,457","4,000",0,"21,751","5,305",0,"8,648","2,214",NA,NA,NA,"12,419","8,427",0,0,"72,215",0,0,0,"70,930"
2014Q3,Armed Forces Benefit Association,4049173,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"11,532",63,"11,595",918,"14,998","2,914","74,806","8,595",29,"6,872","1,192","106,519",0,0,0,3,"3,597","36,457.00",0,"6,530.00","1,252.00","44,353","8,598.00","5,900","331,441","123,181",0,"621,796","1,004","310,091","331,441","12,513","106,519","8,595","331,441","331,441","13,896","1,728","19,257",697,"32,709","14,559",0,0,"3,795",NA,NA,NA,"310,091","12,815","1,634","19,335",647,"32,119","14,465",0,0,"3,738",NA,NA,NA,"1,105",0,0,0,"201,302",0,0,0,"190,253"
2014Q3,Arrow Financial Corporation,100134,10,0,10,34,0,0,0,10,0,0,196,0,0,0,0,0,0,15,0,0,0,0,0,0,0,19,0,0,55,0,0,0,0,0,0,4,"376,121","11,187","387,308","115,654","40,767","41,566","272,333","65,589",898,"426,966",0,"857,628",0,20,0,"31,237","15,361","7,214.00",0,"7,736.00","2,266.00","13,526","18,139.00",0,"670,857","1,381,440",0,"2,208,745",137,"370,538","374,335","502,962","857,628","65,589","670,857","374,335",0,0,"134,051",5,"84,940","45,155",0,0,0,NA,NA,NA,"370,538",0,0,"134,485",5,"81,968","44,134",0,0,0,NA,NA,NA,"15,293",0,0,0,"200,089",667,0,"3,087","186,191"
2014Q3,Arthur Financial Corporation,4091013,136,0,136,115,0,0,119,33,0,27,204,0,0,0,0,0,0,0,11,0,11,0,0,0,0,16,0,1,2,0,0,0,0,0,0,0,"118,163","1,278","119,441","40,823","25,577","3,242","114,438","29,153","2,793","8,102",0,"307,765",0,0,0,"1,629","4,021","1,131.00",0,"1,926.00",867.00,"4,736","34,378.00",0,"68,589","346,649",0,"514,257",76,"58,642","58,593","160,264","307,765","29,153","68,589","58,593",0,0,"7,250",2,"35,809","14,514",0,0,0,NA,NA,NA,"58,642",0,0,"7,011",2,"35,829","14,800",0,0,0,NA,NA,NA,"6,351",17,0,0,"19,519",0,0,0,"20,202"
2014Q3,"Arvest Bank Group, Inc.",1018366,"1,462",230,"1,692",178,"7,253",703,"3,470",538,0,"1,327","3,314",0,325,0,0,0,0,0,95,85,180,28,138,"2,077",77,"2,126",0,330,868,0,20,0,0,27,0,0,"2,223,904","200,808","2,424,712","338,175","587,866","193,121","2,105,767","1,265,101","220,484","868,183","87,377","6,078,681",0,"93,644",0,"85,721","96,427","106,574.00",6,"94,487.00","19,510.00","168,844","851,445.00",0,"4,155,496","8,478,707",0,"14,969,471",254,"4,150,846","4,155,496","2,762,887","6,078,681","1,265,101","4,155,496","4,155,496","1,239,516",0,"1,761,697","10,431","54,915","586,814",0,16,0,NA,NA,NA,"4,150,846","1,237,949",0,"1,760,566","9,913","54,284","599,145",0,16,0,NA,NA,NA,"150,795","1,429",0,0,"1,305,959",0,0,0,"1,021,749"
2014Q3,"ASB Bancorp, Inc.",4289733,0,0,0,0,0,0,0,94,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,11,0,0,0,0,0,0,0,"163,473",282,"163,755","54,702","34,232","10,763","178,003","15,876",649,"34,342",0,"442,053",0,0,0,0,"5,050","1,536.00",0,"2,997.00",478.00,"5,581","69,529.00",0,"149,530","492,271",0,"749,229",0,"146,111","145,477","218,457","442,053","15,876","149,530","145,477",0,"26,966","2,125","32,513","12,097","15,653",0,968,"11,552",NA,NA,NA,"146,111",0,"26,711","2,183","32,865","12,042","15,758",0,997,"11,753",NA,NA,NA,"5,852","5,053",0,0,"94,285",0,0,0,"99,097"
2014Q3,Assabet Valley Bancorp,1974137,3,0,3,0,0,0,0,43,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0,0,0,0,0,0,1,"326,694","2,349","329,043","45,541","49,126","20,610","279,783","140,647","1,721","6,574",0,"724,103",0,0,0,144,"9,352","2,087.00",0,"4,289.00",876.00,"7,996","1,191.00","1,771","224,247","871,468",0,"1,173,119",269,"200,447","203,231","374,584","724,103","140,647","224,247","203,231","3,990","1,713","75,495","31,106","37,352","25,218",0,0,0,NA,NA,NA,"200,447","4,009","1,706","76,032","31,161","37,693","25,379",0,0,0,NA,NA,NA,"7,626","2,911",0,0,"104,191",0,0,0,"89,264"
2014Q3,Associated Banc-Corp,100135,"1,192",916,"2,108","1,535",529,872,"5,236","2,909",0,771,"1,061",0,0,0,0,0,0,601,400,188,588,437,179,"6,894","1,069","2,270",0,19,151,6,0,0,0,0,0,668,"5,058,565","176,316","5,234,881","880,435","982,426","1,030,131","3,019,137","5,191,876","138,841","459,682","52,600","11,155,438","4,383","2,000",0,"434,783","172,630","74,851.00","2,939","97,650.00","19,876.00","175,853","74,945.00","18,320","5,647,363","17,300,762","34,005","25,653,822",57,"5,329,821","5,345,422","6,115,316","11,155,438","5,191,876","5,647,363","5,345,422",996,0,0,"45,236","2,738,656","957,148",0,"19,935","960,667",NA,NA,NA,"5,329,821",999,0,0,"44,788","2,722,842","957,588",0,"18,605","988,463",NA,NA,NA,"266,262","35,811",0,0,"2,869,578","90,096","1,255","14,124","1,872,899"
2014Q3,"Associated Community Bancorp, Inc.",4056116,0,0,0,0,0,0,575,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,9,0,0,3,0,0,0,0,0,0,0,"28,368","6,788","35,156","19,381","11,136","7,829","137,376","66,754",113,683,0,"210,878",0,0,0,166,"3,521","1,342.00",0,"2,588.00",761.00,"5,059","168,304.00",0,"45,746","278,481",0,"508,754",0,"1,450","1,525","54,537","210,878","66,754","45,746","1,525",0,0,0,"1,525",0,0,0,0,0,NA,NA,NA,"1,450",0,0,0,"1,450",0,0,0,0,0,NA,NA,NA,"4,868",0,0,0,"41,610",0,0,0,"31,979"
2014Q3,Astoria Financial Corporation,102333,"2,134",0,"2,134",114,0,"2,275",143,125,0,0,113,0,0,0,0,0,0,0,"2,531",0,"2,531",11,0,324,0,5,0,0,75,0,0,0,0,0,0,0,"7,133,564","1,357","7,134,921","182,160",42,"3,660,973","880,724","54,329","3,073","8,816",0,"11,858,820",0,0,0,0,"84,874","12,230.00",0,"33,643.00","10,495.00","71,223","99,891.00",0,"2,419,363","11,921,965",0,"15,460,281",141,"368,235","366,026","7,317,081","11,858,820","54,329","2,419,363","366,026",0,0,"95,539","1,201","12,810","250,746",0,0,0,NA,NA,NA,"368,235",0,0,"98,679","1,167","12,371","250,318",0,0,0,NA,NA,NA,"113,600","81,051",NA,0,"1,594,006",0,"2,194","3,982",NA
2014Q3,ATBancorp,1020050,4,20,24,0,0,0,0,129,0,10,32,0,0,0,0,"1,255",0,0,3,1,4,86,105,0,44,347,0,2,2,0,0,0,0,0,0,0,"79,106","6,253","85,359","61,367","66,400","59,564","359,780","206,660","3,840","27,001",179,"693,258",0,"45,519",0,"86,776","10,371","6,093.00",0,"7,328.00","1,502.00","13,228","78,106.00","4,662","153,623","1,059,393",0,"1,376,922",0,"152,951","153,623","146,726","693,258","206,660","153,623","153,623",0,298,"85,096","2,642","7,568","9,565",0,0,0,NA,NA,NA,"152,951",0,306,"85,228","2,611","7,418","9,613",0,0,0,NA,NA,NA,"19,451","8,340",0,47,"95,635",0,0,212,"90,602"
2014Q3,"Atlantic Capital Bancshares, Inc.",4155740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,0,739,"30,043","40,623","71,889","377,332","375,087","8,981","8,981",0,"520,626",0,0,0,"109,019","8,978","1,300.00",0,"4,554.00",494.00,"6,632","43,449.00","25,000","154,864","1,013,713",0,"1,298,759",0,"155,020","154,864","30,782","520,626","375,087","154,864","154,864",0,0,"31,517","5,512","51,645","31,449",0,0,0,NA,NA,NA,"155,020",0,0,"32,168","5,476","50,925","31,831",0,0,0,NA,NA,NA,"11,301","8,048",0,0,"137,797",91,0,0,"137,908"
2014Q3,Atlantic Coast Financial Corporation,4086903,154,0,154,56,0,0,0,0,0,0,45,0,0,0,0,0,0,0,115,2,117,45,7,0,9,5,0,0,67,0,0,0,0,0,0,0,"239,952","4,271","244,223","32,909","21,813","3,057","57,475","25,371","8,613","53,118",0,"359,477",0,0,0,"26,996","4,523","1,715.00",0,"2,771.00",870.00,"5,439","17,978.00",0,"184,410","464,962",0,"715,103",74,"169,481","166,076","277,132","359,477","25,371","184,410","166,076",0,0,"4,632","4,430","139,381","11,025",0,5,0,NA,NA,NA,"169,481",0,0,"5,000","4,470","141,954","11,445",0,5,0,NA,NA,NA,"7,247",0,NA,0,"70,485",0,0,0,NA
